id,word,translation,category,curriculumLevel,example,exampleZh,image,audio
english-word-57,chair,椅子,物品,L1,I sit on the chair.,我坐在椅子上。,media/semantic/chair.png,
english-word-91,clock,时钟,物品,L1,Look at the clock.,看看时钟。,media/semantic/clock.png,
english-word-56,desk,书桌,物品,L1,I sit at the desk.,我坐在书桌前。,,
english-word-97,doll,娃娃,物品,L1,This doll is cute.,这个娃娃很可爱。,media/semantic/doll.png,
english-word-144,door,门,物品,L1,Please close the door.,请把门关上。,media/semantic/door.png,media/audio/door.mp3
english-word-145,dress,连衣裙,物品,L1,She has a blue dress.,她有一条蓝裙子。,media/semantic/dress.png,
english-word-110,hat,帽子,物品,L1,I wear a hat.,我戴一顶帽子。,,
english-word-113,kite,风筝,物品,L1,I fly a kite.,我放风筝。,,
english-word-148,light,灯,物品,L1,"Turn off the light, please.",请关灯。,media/semantic/light.png,media/audio/light.mp3
english-word-53,pen,笔,物品,L1,I write with a pen.,我用笔写字。,,
english-word-54,pencil,铅笔,物品,L1,I draw with a pencil.,我用铅笔画画。,,
english-word-150,plane,飞机,物品,L1,The plane is in the sky.,飞机在天上。,,
english-word-126,puzzle,拼图,物品,L1,I do a puzzle.,我玩拼图。,,
english-word-55,ruler,尺子,物品,L1,This is my ruler.,这是我的尺子。,,
english-word-151,schoolbag,书包,物品,L1,My schoolbag is heavy.,我的书包有点重。,,
english-word-152,shirt,衬衫,物品,L1,This shirt is blue.,这件衬衫是蓝色的。,,
english-word-130,shoe,鞋子,物品,L1,Put on your shoe.,穿上你的鞋子。,,
english-word-153,shorts,短裤,物品,L1,I wear shorts today.,我今天穿短裤。,,
english-word-154,skirt,裙子,物品,L1,The skirt is pink.,这条短裙是粉色的。,,
english-word-155,socks,袜子,物品,L1,Put on your socks.,穿上你的袜子。,,
english-word-136,table,桌子,物品,L1,The book is on the table.,书在桌子上。,media/semantic/table.png,
english-word-139,toy,玩具,物品,L1,This toy is fun.,这个玩具很好玩。,,
english-word-159,train,火车,物品,L1,The train is long.,火车很长。,media/semantic/train.png,
english-word-30,big,大,描述,L1,A big dog runs.,一只大狗在跑。,,
english-word-165,down,向下,描述,L1,"Sit down, please.",请坐下。,,
english-word-100,eight,八,描述,L1,I see eight stars.,我看见八颗星星。,media/semantic/eight.png,
english-word-102,five,五,描述,L1,I am five years old.,我五岁了。,,
english-word-103,four,四,描述,L1,I see four birds.,我看见四只鸟。,,
english-word-172,funny,有趣,描述,L1,The monkey is funny.,猴子很有趣。,,
english-word-178,happy,开心,描述,L1,I am happy.,我很高兴。,,
english-word-147,hungry,饿,描述,L1,Are you hungry?,你饿了吗？,,
english-word-166,little,小的,描述,L1,I see a little cat.,我看见一只小猫。,,
english-word-60,long,长,描述,L1,The road is long.,这条路很长。,,
english-word-61,new,新,描述,L1,I have a new bag.,我有一个新书包。,media/semantic/new.png,
english-word-117,nine,九,描述,L1,I count to nine.,我数到九。,,
english-word-62,old,旧,描述,L1,How old are you?,你几岁啦？,,
english-word-75,one,一,描述,L1,I have one book.,我有一本书。,,
english-word-128,seven,七,描述,L1,I see seven ducks.,我看见七只鸭子。,,
english-word-59,short,矮,描述,L1,The cat is short.,这只猫很矮。,,
english-word-132,six,六,描述,L1,I have six crayons.,我有六支蜡笔。,,
english-word-29,small,小,描述,L1,A small bird sings.,一只小鸟在唱歌。,,
english-word-58,tall,高,描述,L1,The tree is tall.,这棵树很高。,,
english-word-137,ten,十,描述,L1,I count to ten.,我数到十。,,
english-word-158,thirsty,渴,描述,L1,I am thirsty.,我渴了。,,
english-word-77,three,三,描述,L1,I have three apples.,我有三个苹果。,media/semantic/three.png,
english-word-76,two,二,描述,L1,I see two birds.,我看见两只鸟。,,
english-word-164,up,向上,描述,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-171,away,离开,动作,L1,The bird flies away.,小鸟飞走了。,,
english-word-32,come,来,动作,L1,May I come in?,我可以进来吗？,,
english-word-96,dance,跳舞,动作,L1,I like to dance.,我喜欢跳舞。,media/semantic/dance.png,
english-word-35,draw,画,动作,L1,I draw a sun.,我画一个太阳。,,
english-word-98,drink,喝,动作,L1,Drink some water.,喝点水。,,
english-word-99,eat,吃,动作,L1,"Eat your vegetables, please.",请吃蔬菜。,,
english-word-169,find,找到,动作,L1,Find the red ball.,找到红球。,,
english-word-31,go,走,动作,L1,Let's go to school!,我们去上学吧！,,
english-word-167,help,帮助,动作,L1,"Help me, please.",请帮帮我。,,
english-word-19,jump,跳,动作,L1,Jump up high.,跳得高高的。,,
english-word-163,look,看,动作,L1,Look at me!,看我！,,media/audio/look.mp3
english-word-168,make,做,动作,L1,You make me happy.,你让我很开心。,,
english-word-22,play,玩,动作,L1,Let's play together!,我们一起玩吧！,,media/audio/play.mp3
english-word-33,read,读,动作,L1,I read a book.,我读一本书。,,
english-word-18,run,跑,动作,L1,I can run fast.,我跑得很快。,media/semantic/run.png,media/audio/run.mp3
english-word-173,said,说,动作,L1,Mom said hello.,妈妈说了你好。,,
english-word-131,sing,唱歌,动作,L1,I like to sing.,我喜欢唱歌。,,
english-word-20,sit,坐,动作,L1,Please sit down.,请坐下。,media/semantic/sit.png,
english-word-133,sleep,睡觉,动作,L1,Did you sleep well?,你睡得好吗？,media/semantic/sleep.png,
english-word-21,stand,站,动作,L1,Stand up tall.,站直一点。,,
english-word-140,walk,走,动作,L1,I walk to school.,我走到学校。,,
english-word-34,write,写,动作,L1,I write my name.,我写我的名字。,media/semantic/write.png,
english-word-566,after school,放学后,学校,L1,I play after school.,放学后我去玩。,,
english-word-543,april,四月,学校,L1,My birthday is in April.,我的生日在四月。,,
english-word-544,august,八月,学校,L1,My birthday is in August.,我的生日在八月。,,
english-word-520,bad,不好,学校,L1,Bad weather.,坏天气,,
english-word-572,be back,回来,学校,L1,I will be back soon.,我很快回来。,,
english-word-577,beautiful,美丽的,学校,L1,What a beautiful day!,多么美好的一天！,,
english-word-464,behind,在后面,学校,L1,The cat is behind the box.,猫在盒子后面。,,
english-word-554,birthday,生日,学校,L1,Happy birthday!,生日快乐！,,
english-word-521,bite,咬,学校,L1,Do not bite the apple.,不要咬苹果。,,
english-word-463,blackboard,黑板,学校,L1,Write on the blackboard.,写在黑板上,,
english-word-518,body,身体,学校,L1,Healthy body.,健康的身体,,
english-word-478,bookshop,书店,学校,L1,We go to the bookshop.,我们去书店。,,
english-word-470,boy,男孩,学校,L1,Good boy / good girl!,好孩子！,,
english-word-538,cap,帽子,学校,L1,Wear a cap.,戴鸭舌帽,,
english-word-487,card,卡片,学校,L1,This is my card.,这是我的卡片。,,
english-word-591,children,孩子们,学校,L1,The children are playing.,孩子们在玩。,,
english-word-483,christmas,圣诞节,学校,L1,Merry Christmas!,圣诞快乐！,,
english-word-484,christmas tree,圣诞树,学校,L1,I see a Christmas tree.,我看见一棵圣诞树。,,
english-word-515,class,班级,学校,L1,Our class is fun.,我们班很好玩。,,
english-word-471,classmate,同班同学,学校,L1,My classmate.,我的同学,,
english-word-558,classroom,教室,学校,L1,Bright classroom.,明亮的教室,,
english-word-584,cleaning the room,正在打扫房间,学校,L1,I am cleaning the room.,我在打扫房间。,,
english-word-494,cloudy,多云,学校,L1,Cloudy weather.,多云的天气,,
english-word-531,cola,可乐,学校,L1,I drink cola.,我喝可乐。,,
english-word-462,colour,颜色,学校,L1,What colour is it?,这是什么颜色？,,
english-word-557,computer class,计算机课,学校,L1,I have computer class.,我有电脑课。,,
english-word-585,cooking dinner,正在做饭,学校,L1,Mom is cooking dinner.,妈妈在做晚饭。,,
english-word-545,december,十二月,学校,L1,My birthday is in December.,我的生日在十二月。,,
english-word-555,delicious,好吃,学校,L1,The cake is delicious.,蛋糕很好吃。,,
english-word-595,dining room,餐厅,学校,L1,We eat in the dining room.,我们在餐厅吃饭。,,
english-word-567,draw pictures,画画,学校,L1,I like to draw pictures.,我喜欢画画。,,
english-word-508,eat breakfast,吃早饭,学校,L1,I eat breakfast.,我吃早饭。,,
english-word-509,eat dinner,吃晚饭,学校,L1,I eat dinner.,我吃晚饭。,,
english-word-510,eat lunch,吃午饭,学校,L1,I eat lunch.,我吃午饭。,,
english-word-504,eleven,十一,学校,L1,Eleven people.,十一个人,media/semantic/eleven.png,
english-word-512,every day,每天,学校,L1,I brush my teeth every day.,我每天刷牙。,,
english-word-592,everyone,每人,学校,L1,Everyone is happy.,大家都开心。,,
english-word-485,father christmas,圣诞老人,学校,L1,Father Christmas is coming.,圣诞老人来了。,,
english-word-502,favourite,特别喜爱的,学校,L1,Red is my favourite.,红色是我最喜欢的。,,
english-word-546,february,二月,学校,L1,My birthday is in February.,我的生日在二月。,,
english-word-586,feeding the fish,正在喂鱼,学校,L1,I am feeding the fish.,我在喂鱼。,,
english-word-519,feet,脚,学校,L1,I have two feet.,我有两只脚。,,
english-word-559,floor,地板,学校,L1,Sit on the floor.,坐在地板上。,,
english-word-490,fly a kite,放风筝,学校,L1,I fly a kite.,我放风筝。,,
english-word-597,for rent,供出租,学校,L1,This house is for rent.,这房子在出租。,,
english-word-472,girl,女孩,学校,L1,Good boy / good girl!,好孩子！,,
english-word-511,go to bed,上床睡觉,学校,L1,It's time to go to bed.,该睡觉啦。,,
english-word-516,grade,年级,学校,L1,I am in this grade.,我在这个年级。,,
english-word-482,grass,草坪,学校,L1,Green grass.,绿绿的草,media/semantic/grass.png,
english-word-476,handsome,英俊的,学校,L1,He is handsome.,他很帅。,,
english-word-479,hospital,医院,学校,L1,Go to the hospital when sick.,生病了去医院,media/semantic/hospital.png,
english-word-517,how old,多大年龄,学校,L1,How old are you?,你几岁啦？,,
english-word-526,ice-cream,冰淇淋,学校,L1,Ice-cream is a useful word.,我看见冰淇淋。,,
english-word-593,in one hour,一小时之后,学校,L1,In one hour is a useful word.,我看见一小时之后。,,
english-word-547,january,一月,学校,L1,My birthday is in January.,我的生日在一月。,,
english-word-548,july,七月,学校,L1,My birthday is in July.,我的生日在七月。,,
english-word-549,june,六月,学校,L1,My birthday is in June.,我的生日在六月。,,
english-word-522,kick,踢,学校,L1,Kick the ball.,踢球。,,
english-word-499,let's,我们一起,学校,L1,Let's brush our teeth.,我们一起刷牙吧。,,
english-word-560,library,图书馆,学校,L1,Read books in the library.,去图书馆看书,,
english-word-587,listening to music,听音乐,学校,L1,I am listening to music.,我在听音乐。,,
english-word-536,look for,寻找,学校,L1,I look for my bag.,我在找书包。,,
english-word-539,look forward to,盼望，期待,学校,L1,I look forward to playtime.,我盼着课间。,,
english-word-581,lost,丢了,学校,L1,I lost my hat.,我把帽子弄丢了。,,
english-word-491,make a model plane,做飞机模型,学校,L1,I make a model plane.,我做飞机模型。,,
english-word-492,make a snowman,堆雪人,学校,L1,We make a snowman.,我们堆雪人。,,
english-word-473,man,男人,学校,L1,The man is tall.,那个男人很高。,,
english-word-550,march,三月,学校,L1,My birthday is in March.,我的生日在三月。,,
english-word-527,meat,肉,学校,L1,I do not eat meat.,我不吃肉。,,
english-word-489,merry,开心,学校,L1,Merry Christmas!,圣诞快乐！,,
english-word-475,name,名字,学校,L1,What's your name?,你叫什么名字？,,
english-word-465,near,距离近,学校,L1,Near at hand.,近在眼前,,
english-word-486,new year,新年,学校,L1,Happy New Year!,新年快乐！,,
english-word-551,november,十一月,学校,L1,My birthday is in November.,我的生日在十一月。,,
english-word-552,october,十月,学校,L1,My birthday is in October.,我的生日在十月。,,
english-word-580,ok,好的,学校,L1,"OK, I can help.",好的，我可以帮忙。,,
english-word-556,party,派对,学校,L1,We have a party.,我们开派对。,,
english-word-533,pet,宠物,学校,L1,My pet.,我的宠物,,
english-word-568,play chess,下棋,学校,L1,Dad can play chess.,爸爸会下棋。,,
english-word-569,play sports,做体育运动,学校,L1,I play sports.,我做运动。,,
english-word-594,play with,一起玩,学校,L1,Come play with me.,来和我玩。,,
english-word-561,playground,操场,学校,L1,Play on the playground.,在操场上玩,,
english-word-506,playtime,课间休息,学校,L1,It is playtime now.,现在是课间休息。,,
english-word-528,potato,土豆,学校,L1,Potato is round.,土豆是圆的,media/semantic/potato.png,
english-word-488,present,礼物,学校,L1,This present is for you.,这个礼物给你。,,
english-word-495,rainy,下雨,学校,L1,Rainy weather.,下雨的天气,media/semantic/rainy.png,
english-word-570,read books,看书,学校,L1,I read books.,我看书。,,
english-word-573,really,真的,学校,L1,Is it really true?,这是真的吗？,,
english-word-493,ride a bike,骑自行车,学校,L1,I ride a bike.,我骑自行车。,,
english-word-565,room,房间,学校,L1,My room.,我的房间,,
english-word-503,season,季节,学校,L1,Four seasons.,四个季节,,
english-word-562,second,第二,学校,L1,I am in second place.,我是第二名。,media/semantic/second.png,
english-word-553,september,九月,学校,L1,My birthday is in September.,我的生日在九月。,,
english-word-532,shopping list,购物单,学校,L1,This is my shopping list.,这是购物单。,,
english-word-540,should,应该,学校,L1,We should wash hands.,我们应该洗手。,,
english-word-571,sing songs,唱歌,学校,L1,We sing songs.,我们唱歌。,,
english-word-534,snake,蛇,学校,L1,Long snake.,长长的蛇,,
english-word-496,snowy,下雪,学校,L1,Snowy weather.,下雪的天气,media/semantic/snowy.png,
english-word-596,study,书房,学校,L1,I study at home.,我在家学习。,,
english-word-523,summary,总结，摘要,学校,L1,This is a short summary.,这是一小段总结。,,
english-word-497,sunny,晴天,学校,L1,It's sunny today.,今天天气晴朗。,,
english-word-480,supermarket,超市,学校,L1,Go to the supermarket.,逛超市,,
english-word-467,t-shirt,T恤,学校,L1,A t-shirt.,一件T恤,,
english-word-537,tail,尾巴,学校,L1,The dog has a tail.,狗有尾巴。,,
english-word-466,thanks,感谢,学校,L1,Thanks for your help.,谢谢你帮忙。,,
english-word-524,the matter,怎么了,学校,L1,What is the matter?,怎么了？,,
english-word-477,thin,瘦的,学校,L1,The cat is thin.,这只猫很瘦。,,
english-word-563,third,第三,学校,L1,This is the third book.,这是第三本书。,,
english-word-507,time,时间,学校,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-564,toilet,厕所,学校,L1,Use the toilet.,上厕所,,
english-word-529,tomato,番茄,学校,L1,Tomato is red.,番茄是红色的,media/semantic/tomato.png,
english-word-574,tomorrow,明天,学校,L1,See you tomorrow.,明天见,,
english-word-525,tongue,舌头,学校,L1,Stick out tongue.,伸舌头,media/semantic/tongue.png,
english-word-535,turtle,乌龟,学校,L1,Slow turtle.,慢吞吞的乌龟,media/semantic/turtle.png,media/audio/turtle.mp3
english-word-505,twelve,十二,学校,L1,Twelve months.,十二个月,,
english-word-530,vegetables,蔬菜,学校,L1,"Eat your vegetables, please.",请吃蔬菜。,,
english-word-575,wake up,起床,学校,L1,I wake up in the morning.,我早上起床。,,
english-word-588,walking the dog,正在遛狗,学校,L1,I am walking the dog.,我在遛狗。,,
english-word-589,watching tv,正在看电视,学校,L1,I am watching TV.,我在看电视。,,
english-word-582,water bottle,水壶,学校,L1,Drink from a water bottle.,用水壶喝水,,
english-word-590,watering the plants,正在给植物浇水,学校,L1,I am watering the plants.,我在浇花。,,
english-word-541,wear,戴,学校,L1,Wear is a useful word.,我看见戴。,,
english-word-500,weather,天气,学校,L1,How's the weather today.,今天天气如何,media/semantic/weather.png,
english-word-542,week,周,学校,L1,Week is a useful word.,我看见周。,,
english-word-583,welcome,欢迎,学校,L1,You're welcome.,不客气。,,
english-word-498,windy,有风,学校,L1,It's windy.,刮风了。,media/semantic/windy.png,
english-word-474,woman,女人,学校,L1,The woman is kind.,那位阿姨很好。,,
english-word-501,wow,哇,学校,L1,"Wow, a big rainbow!",哇，好大的彩虹！,,
english-word-513,year,年,学校,L1,This is a new year.,这是新的一年。,,
english-word-481,zoo,动物园,学校,L1,See animals at the zoo.,看动物,,
english-word-413,afternoon,下午,生活,L1,Good afternoon.,下午好,,
english-word-514,age,年龄,生活,L1,What is your age?,你几岁了？,,
english-word-346,animal,动物,生活,L1,Many animals.,各种动物,media/semantic/animal.png,
english-word-388,arm,手臂,生活,L1,Raise your arm.,举起手臂,,
english-word-394,art,美术,生活,L1,You are so smart!,你真聪明！,,
english-word-435,autumn,秋天,生活,L1,Autumn leaves.,秋天的叶子,,
english-word-42,baby,宝宝,生活,L1,The baby is cute.,宝宝很可爱。,media/semantic/baby.png,
english-word-363,basketball,篮球,生活,L1,I play basketball.,我打篮球。,,
english-word-369,bathroom,卫生间,生活,L1,Wash hands in the bathroom.,在卫生间洗手。,,
english-word-368,bedroom,卧室,生活,L1,This is my bedroom.,这是我的卧室。,,
english-word-426,boat,小船,生活,L1,Sail the boat.,开船,media/semantic/boat.png,media/audio/boat.mp3
english-word-417,breakfast,早餐,生活,L1,It's time for breakfast.,该吃早餐啦。,,
english-word-39,brother,哥哥,生活,L1,I have a brother.,我有一个哥哥。,,
english-word-461,can't,不能,生活,L1,Can't is a useful word.,我看见不能。,,
english-word-386,cheap,便宜的,生活,L1,This book is cheap.,这本书很便宜。,,
english-word-391,chinese,中文,生活,L1,Speak Chinese.,说中文,media/semantic/chinese.png,
english-word-442,coat,外套,生活,L1,Put on your coat.,穿上外套。,,
english-word-376,coffee,咖啡,生活,L1,Dad drinks coffee.,爸爸喝咖啡。,,
english-word-437,cool,凉爽的,生活,L1,Cool weather.,凉爽的天气,,
english-word-454,cough,咳嗽,生活,L1,I have a cough.,我咳嗽了。,,
english-word-344,cute,可爱的,生活,L1,Cute kitten.,可爱的小猫,,
english-word-95,dad,爸爸,生活,L1,My dad is here.,我的爸爸在这里。,,
english-word-451,dear,亲爱的,生活,L1,"Dear mom, I love you.",亲爱的妈妈，我爱你。,,
english-word-432,difficult,困难的,生活,L1,This is difficult.,这个有点难。,,
english-word-416,dinner,晚餐,生活,L1,This is a dinner.,这是晚餐。,,
english-word-431,easy,容易的,生活,L1,Easy blocks.,简单的积木,,
english-word-358,eighteen,十八,生活,L1,Eighteen apples.,十八个苹果,,
english-word-392,english,英语,生活,L1,Learn English.,学英语,media/semantic/english.png,
english-word-414,evening,傍晚,生活,L1,Good evening.,晚上好,,
english-word-387,expensive,贵的,生活,L1,This is an expensive.,这是贵的。,,
english-word-24,family,家人,生活,L1,I love my family.,我爱我的家人。,,
english-word-381,fan,扇子,生活,L1,This is a fan.,这是扇子。,,
english-word-345,fat,胖的,生活,L1,This is a fat.,这是胖的。,,
english-word-37,father,爸爸,生活,L1,My father is tall.,我的爸爸很高。,,
english-word-453,fever,发烧,生活,L1,This is a fever.,这是发烧。,,
english-word-355,fifteen,十五,生活,L1,Fifteen years old.,十五岁生日,,
english-word-384,fifty,五十,生活,L1,This is a fifty.,这是五十。,,
english-word-457,fine,好的,生活,L1,This is a fine.,这是好的。,,
english-word-424,flower,花,生活,L1,Beautiful flower.,美丽的花,media/semantic/flower.png,media/audio/flower.mp3
english-word-438,fly kites,放风筝,生活,L1,I fly kites.,我放风筝。,,
english-word-364,football,足球,生活,L1,This is a football.,这是足球。,,
english-word-383,forty,四十,生活,L1,This is a forty.,这是四十。,,
english-word-354,fourteen,十四,生活,L1,Fourteen friends.,十四个朋友,,
english-word-404,friday,星期五,生活,L1,This is a friday.,这是星期五。,,
english-word-373,fridge,冰箱,生活,L1,This is a fridge.,这是冰箱。,,
english-word-41,friend,朋友,生活,L1,You are my friend.,你是我的朋友。,,media/audio/friend.mp3
english-word-349,fruit,水果,生活,L1,This is a fruit.,这是水果。,,
english-word-407,get up,起床,生活,L1,Good morning! Time to get up!,早上好！该起床啦！,,
english-word-378,glass,玻璃杯,生活,L1,This is a glass.,这是玻璃杯。,media/semantic/glass.png,
english-word-446,gloves,手套,生活,L1,Put on gloves.,戴上手套,,
english-word-421,go home,回家,生活,L1,Let's go home.,我们回家吧。,,
english-word-440,go skating,去溜冰,生活,L1,I go skating.,我去溜冰。,,
english-word-439,go swimming,去游泳,生活,L1,I go swimming.,我去游泳。,,
