id,word,zh,theme,level,phrase,phraseZh,category,group,image,audio,art,hasImage,hasAudio
english-word-428,lake,湖,生活,L1,Beautiful lake.,美丽的湖,,,,,emoji:🏞️,no,no
english-word-389,leg,腿,生活,L1,Lift leg.,抬起腿,,,,,emoji:🦵,no,no
english-word-398,lesson,课,生活,L1,Have a lesson.,上课,,,,,emoji:📘,no,no
english-word-371,living room,客厅,生活,L1,I living room.,我客厅。,,,,,emoji:🛋️,no,no
english-word-418,lunch,午餐,生活,L1,Eat lunch.,吃午餐,,,,,emoji:🍱,no,no
english-word-347,mango,芒果,生活,L1,Mango is tasty.,芒果很好吃,,,图片/mango.png,,emoji:🥭,yes,no
english-word-411,match,比赛,生活,L1,This is a match.,这是比赛。,,,,,emoji:⚽,no,no
english-word-393,maths,数学,生活,L1,This is a maths.,这是数学。,,,,,emoji:🔢,no,no
english-word-452,matter,事情,生活,L1,This is a matter.,这是事情。,,,,,emoji:❓,no,no
english-word-115,mom,妈妈,生活,L1,My mom is here.,我的妈妈在这里。,,,,,emoji:👩,no,no
english-word-400,monday,星期一,生活,L1,This is a monday.,这是星期一。,,,,,emoji:📅,no,no
english-word-412,morning,早上,生活,L1,Good morning! Time to get up!,早上好！该起床啦！,,,,,emoji:🌅,no,no
english-word-38,mother,妈妈,生活,L1,My mother is kind.,我的妈妈很温柔。,,,,,emoji:👩,no,no
english-word-395,music,音乐,生活,L1,Listen to music.,听音乐,,,图片/music.png,,emoji:🎵,yes,no
english-word-415,night,夜晚,生活,L1,"Good night, sweetie.",晚安，宝贝。,,,,,emoji:🌙,no,no
english-word-359,nineteen,十九,生活,L1,Nineteen books.,十九本书,,,,,emoji:1️⃣,no,no
english-word-423,park,公园,生活,L1,Play in the park.,在公园玩,,,,,emoji:🏞️,no,no
english-word-396,pe,体育,生活,L1,This is a pe.,这是体育。,,,,,emoji:🏃,no,no
english-word-441,picnic,野餐,生活,L1,This is a picnic.,这是野餐。,,,,,emoji:🧺,no,no
english-word-430,picture,图画,生活,L1,This is a picture.,这是图画。,,,,,emoji:🖼️,no,no
english-word-348,pineapple,菠萝,生活,L1,Pineapple is sweet.,菠萝很甜,,,图片/pineapple.png,,emoji:🍍,yes,no
english-word-409,play football,踢足球,生活,L1,I play football.,我踢足球。,,,,,emoji:⚽,no,no
english-word-427,river,河,生活,L1,Long river.,长长的河,,,图片/river.png,,emoji:🌊,yes,no
english-word-448,sad,难过,生活,L1,I am sad.,我很难过。,,,,,emoji:😢,no,no
english-word-350,salad,沙拉,生活,L1,This is a salad.,这是沙拉。,,,,,emoji:🥗,no,no
english-word-375,sandwich,三明治,生活,L1,Sandwich for lunch.,午餐吃三明治,,,图片/sandwich.png,,emoji:🥪,yes,no
english-word-405,saturday,星期六,生活,L1,This is a saturday.,这是星期六。,,,,,emoji:📅,no,no
english-word-176,school,学校,生活,L1,Let's go to school!,我们去上学吧！,,,,,emoji:🏫,no,no
english-word-397,science,科学,生活,L1,Do science experiment.,做科学实验,,,图片/science.png,,emoji:🔬,yes,no
english-word-357,seventeen,十七,生活,L1,Seventeen friends.,十七个朋友,,,,,emoji:1️⃣,no,no
english-word-379,shoes,鞋子,生活,L1,Put on your shoes.,穿上你的鞋子。,,,,,emoji:👟,no,no
english-word-40,sister,姐姐,生活,L1,I have a sister.,我有一个姐姐。,,,,,emoji:👧,no,no
english-word-356,sixteen,十六,生活,L1,Sixteen stars.,十六个星星,,,图片/sixteen.png,,emoji:1️⃣,yes,no
english-word-365,skate,溜冰,生活,L1,This is a skate.,这是溜冰。,,,,,emoji:⛸️,no,no
english-word-377,snack,点心,生活,L1,Eat a snack.,吃点心,,,,,emoji:🍪,no,no
english-word-372,sofa,沙发,生活,L1,Sit on sofa.,坐在沙发上,,,,,emoji:🛋️,no,no
english-word-460,speak,说话,生活,L1,This is a speak.,这是说话。,,,,,emoji:🗣️,no,no
english-word-433,spring,春天,生活,L1,Spring has come.,春天来了,,,图片/spring.png,,emoji:🌷,yes,no
english-word-361,sticker,贴纸,生活,L1,Peel and stick the sticker on your notebook.,把贴纸从底纸上撕下来贴到你的笔记本上,,,,,emoji:⭐,no,no
english-word-456,stomach ache,肚子疼,生活,L1,I stomach ache.,我肚子疼。,,,,,emoji:🤢,no,no
english-word-177,student,学生,生活,L1,I am a student.,我是学生。,,,,,emoji:🧑‍🎓,no,no
english-word-390,subject,科目,生活,L1,This is a subject.,这是科目。,,,,,emoji:📚,no,no
english-word-434,summer,夏天,生活,L1,Summer is hot.,夏天很热,,,,,emoji:🌻,no,no
english-word-406,sunday,星期日,生活,L1,This is a sunday.,这是星期日。,,,,,emoji:📅,no,no
english-word-362,sure,当然,生活,L1,This is a sure.,这是当然。,,,,,emoji:👌,no,no
english-word-443,sweater,毛衣,生活,L1,Warm sweater.,温暖的毛衣,,,,,emoji:🧶,no,no
english-word-366,swim,游泳,生活,L1,Go swimming.,去游泳,,,图片/swim.png,,emoji:🏊,yes,no
english-word-367,table tennis,乒乓球,生活,L1,I table tennis.,我乒乓球。,,,,,emoji:🏓,no,no
english-word-458,take care,保重,生活,L1,I take care.,我保重。,,,,,emoji:💝,no,no
english-word-157,teacher,老师,生活,L1,My teacher is kind.,我的老师很温柔。,,,图片/teacher.png,,emoji:👩‍🏫,yes,no
english-word-353,thirteen,十三,生活,L1,Thirteen balloons.,十三只气球,,,,,emoji:1️⃣,no,no
english-word-382,thirty,三十,生活,L1,This is a thirty.,这是三十。,,,,,emoji:3️⃣,no,no
english-word-403,thursday,星期四,生活,L1,This is a thursday.,这是星期四。,,,,,emoji:📅,no,no
english-word-399,timetable,课程表,生活,L1,This is a timetable.,这是课程表。,,,,,emoji:📅,no,no
english-word-449,tired,累的,生活,L1,Tired after running.,跑完步很累,,,,,emoji:😴,no,no
english-word-425,tree,树,生活,L1,Big tree.,大树,,,,音频/tree.mp3,emoji:🌳,no,yes
english-word-445,trousers,裤子,生活,L1,This is a trousers.,这是裤子。,,,,,emoji:👖,no,no
english-word-401,tuesday,星期二,生活,L1,This is a tuesday.,这是星期二。,,,,,emoji:📅,no,no
english-word-360,twenty,二十,生活,L1,Twenty students.,二十个学生,,,图片/twenty.png,,emoji:2⃣0⃣,yes,no
english-word-380,umbrella,雨伞,生活,L1,Take an umbrella.,带把雨伞,,,,,emoji:☂️,no,no
english-word-422,usually,通常,生活,L1,This is an usually.,这是通常。,,,,,emoji:🔁,no,no
english-word-420,watch tv,看电视,生活,L1,I watch tv.,我看电视。,,,,,emoji:📺,no,no
english-word-402,wednesday,星期三,生活,L1,Wednesday is a useful word.,我看见星期三。,,,,,emoji:📅,no,no
english-word-447,whose,谁的,生活,L1,Whose is a useful word.,我看见谁的。,,,,,emoji:🤷,no,no
english-word-436,winter,冬天,生活,L1,Winter is cold.,冬天很冷,,,,,emoji:⛄,no,no
english-word-352,wonderful,精彩的,生活,L1,This is a wonderful.,这是精彩的。,,,,,emoji:🌈,no,no
english-word-385,yuan,元,生活,L1,This is a yuan.,这是元。,,,,,emoji:💴,no,no
