id,word,zh,theme,level,phrase,phraseZh,category,group,image,audio,art,hasImage,hasAudio
english-word-587,listening to music,听音乐,学校,L1,I am listening to music.,我在听音乐。,,,,,emoji:🎧,no,no
english-word-536,look for,寻找,学校,L1,I look for my bag.,我在找书包。,,,,,emoji:🔍,no,no
english-word-539,look forward to,盼望，期待,学校,L1,I look forward to playtime.,我盼着课间。,,,,,emoji:✨,no,no
english-word-581,lost,丢了,学校,L1,I lost my hat.,我把帽子弄丢了。,,,,,emoji:😢,no,no
english-word-491,make a model plane,做飞机模型,学校,L1,I make a model plane.,我做飞机模型。,,,,,emoji:✈️,no,no
english-word-492,make a snowman,堆雪人,学校,L1,We make a snowman.,我们堆雪人。,,,,,emoji:⛄,no,no
english-word-473,man,男人,学校,L1,The man is tall.,那个男人很高。,,,,,emoji:👨,no,no
english-word-550,march,三月,学校,L1,My birthday is in March.,我的生日在三月。,,,,,emoji:📅,no,no
english-word-527,meat,肉,学校,L1,I do not eat meat.,我不吃肉。,,,,,emoji:🥩,no,no
english-word-489,merry,开心,学校,L1,Merry Christmas!,圣诞快乐！,,,,,emoji:😄,no,no
english-word-475,name,名字,学校,L1,What's your name?,你叫什么名字？,,,,,emoji:🏷️,no,no
english-word-465,near,距离近,学校,L1,Near at hand.,近在眼前,,,,,emoji:🏠,no,no
english-word-486,new year,新年,学校,L1,Happy New Year!,新年快乐！,,,,,emoji:🎆,no,no
english-word-551,november,十一月,学校,L1,My birthday is in November.,我的生日在十一月。,,,,,emoji:📅,no,no
english-word-552,october,十月,学校,L1,My birthday is in October.,我的生日在十月。,,,,,emoji:📅,no,no
english-word-580,ok,好的,学校,L1,"OK, I can help.",好的，我可以帮忙。,,,,,emoji:👌,no,no
english-word-556,party,派对,学校,L1,We have a party.,我们开派对。,,,,,emoji:🎉,no,no
english-word-533,pet,宠物,学校,L1,My pet.,我的宠物,,,,,emoji:🐾,no,no
english-word-568,play chess,下棋,学校,L1,Dad can play chess.,爸爸会下棋。,,,,,emoji:♟️,no,no
english-word-569,play sports,做体育运动,学校,L1,I play sports.,我做运动。,,,,,emoji:🏅,no,no
english-word-594,play with,一起玩,学校,L1,Come play with me.,来和我玩。,,,,,emoji:🧸,no,no
english-word-561,playground,操场,学校,L1,Play on the playground.,在操场上玩,,,,,emoji:🛝,no,no
english-word-506,playtime,课间休息,学校,L1,It is playtime now.,现在是课间休息。,,,,,emoji:🛝,no,no
english-word-528,potato,土豆,学校,L1,Potato is round.,土豆是圆的,,,图片/potato.png,,emoji:🥔,yes,no
english-word-488,present,礼物,学校,L1,This present is for you.,这个礼物给你。,,,,,emoji:🎁,no,no
english-word-495,rainy,下雨,学校,L1,Rainy weather.,下雨的天气,,,图片/rainy.png,,emoji:🌧️,yes,no
english-word-570,read books,看书,学校,L1,I read books.,我看书。,,,,,emoji:📖,no,no
english-word-573,really,真的,学校,L1,Is it really true?,这是真的吗？,,,,,emoji:😮,no,no
english-word-493,ride a bike,骑自行车,学校,L1,I ride a bike.,我骑自行车。,,,,,emoji:🚲,no,no
english-word-565,room,房间,学校,L1,My room.,我的房间,,,,,emoji:🚪,no,no
english-word-503,season,季节,学校,L1,Four seasons.,四个季节,,,,,emoji:🍂,no,no
english-word-562,second,第二,学校,L1,I am in second place.,我是第二名。,,,图片/second.png,,emoji:🥈,yes,no
english-word-553,september,九月,学校,L1,My birthday is in September.,我的生日在九月。,,,,,emoji:📅,no,no
english-word-532,shopping list,购物单,学校,L1,This is my shopping list.,这是购物单。,,,,,emoji:🛒,no,no
english-word-540,should,应该,学校,L1,We should wash hands.,我们应该洗手。,,,,,emoji:👉,no,no
english-word-571,sing songs,唱歌,学校,L1,We sing songs.,我们唱歌。,,,,,emoji:🎤,no,no
english-word-534,snake,蛇,学校,L1,Long snake.,长长的蛇,,,,,emoji:🐍,no,no
english-word-496,snowy,下雪,学校,L1,Snowy weather.,下雪的天气,,,图片/snowy.png,,emoji:❄️,yes,no
english-word-596,study,书房,学校,L1,I study at home.,我在家学习。,,,,,emoji:📚,no,no
english-word-523,summary,总结，摘要,学校,L1,This is a short summary.,这是一小段总结。,,,,,emoji:📝,no,no
english-word-497,sunny,晴天,学校,L1,It's sunny today.,今天天气晴朗。,,,,,emoji:☀️,no,no
english-word-480,supermarket,超市,学校,L1,Go to the supermarket.,逛超市,,,,,emoji:🛒,no,no
english-word-467,t-shirt,T恤,学校,L1,A t-shirt.,一件T恤,,,,,emoji:👕,no,no
english-word-537,tail,尾巴,学校,L1,The dog has a tail.,狗有尾巴。,,,,,emoji:🐕,no,no
english-word-466,thanks,感谢,学校,L1,Thanks for your help.,谢谢你帮忙。,,,,,emoji:🙏,no,no
english-word-524,the matter,怎么了,学校,L1,What is the matter?,怎么了？,,,,,emoji:❓,no,no
english-word-477,thin,瘦的,学校,L1,The cat is thin.,这只猫很瘦。,,,,,emoji:📏,no,no
english-word-563,third,第三,学校,L1,This is the third book.,这是第三本书。,,,,,emoji:🥉,no,no
english-word-507,time,时间,学校,L1,Good morning! Time to get up!,早上好！该起床啦！,,,,,emoji:⏰,no,no
english-word-564,toilet,厕所,学校,L1,Use the toilet.,上厕所,,,,,emoji:🚽,no,no
english-word-529,tomato,番茄,学校,L1,Tomato is red.,番茄是红色的,,,图片/tomato.png,,emoji:🍅,yes,no
english-word-574,tomorrow,明天,学校,L1,See you tomorrow.,明天见,,,,,emoji:📆,no,no
english-word-525,tongue,舌头,学校,L1,Stick out tongue.,伸舌头,,,图片/tongue.png,,emoji:👅,yes,no
english-word-535,turtle,乌龟,学校,L1,Slow turtle.,慢吞吞的乌龟,,,图片/turtle.png,音频/turtle.mp3,emoji:🐢,yes,yes
english-word-505,twelve,十二,学校,L1,Twelve months.,十二个月,,,,,emoji:🕛,no,no
english-word-530,vegetables,蔬菜,学校,L1,"Eat your vegetables, please.",请吃蔬菜。,,,,,emoji:🥬,no,no
english-word-575,wake up,起床,学校,L1,I wake up in the morning.,我早上起床。,,,,,emoji:⏰,no,no
english-word-588,walking the dog,正在遛狗,学校,L1,I am walking the dog.,我在遛狗。,,,,,emoji:🐕,no,no
english-word-589,watching tv,正在看电视,学校,L1,I am watching TV.,我在看电视。,,,,,emoji:📺,no,no
english-word-582,water bottle,水壶,学校,L1,Drink from a water bottle.,用水壶喝水,,,,,emoji:🍼,no,no
english-word-590,watering the plants,正在给植物浇水,学校,L1,I am watering the plants.,我在浇花。,,,,,emoji:🪴,no,no
english-word-541,wear,戴,学校,L1,Wear is a useful word.,我看见戴。,,,,,emoji:👕,no,no
english-word-500,weather,天气,学校,L1,How's the weather today.,今天天气如何,,,图片/weather.png,,emoji:🌈,yes,no
english-word-542,week,周,学校,L1,Week is a useful word.,我看见周。,,,,,emoji:📅,no,no
english-word-583,welcome,欢迎,学校,L1,You're welcome.,不客气。,,,,,emoji:🤗,no,no
english-word-498,windy,有风,学校,L1,It's windy.,刮风了。,,,图片/windy.png,,emoji:🌬️,yes,no
english-word-474,woman,女人,学校,L1,The woman is kind.,那位阿姨很好。,,,,,emoji:👩,no,no
english-word-501,wow,哇,学校,L1,"Wow, a big rainbow!",哇，好大的彩虹！,,,,,emoji:🤩,no,no
english-word-513,year,年,学校,L1,This is a new year.,这是新的一年。,,,,,emoji:📆,no,no
english-word-481,zoo,动物园,学校,L1,See animals at the zoo.,看动物,,,,,emoji:🦁,no,no
