id,word,zh,theme,level,phrase,phraseZh,category,group,image,audio,art,hasImage,hasAudio
mc-loot,loot,战利品,物品,MC-D1,I find the loot beside the crafting table.,我在工作台旁边找到loot。,item,用一用loot,图片/loot.png,音频/loot.mp3,none,yes,yes
mc-lure,lure,诱钓,物品,MC-D1,I return the lure after the mission.,任务结束后我把lure还回去。,item,用一用lure,图片/lure.png,音频/lure.mp3,none,yes,yes
mc-mace,mace,狼牙棒,物品,MC-D1,I check the mace beside the campfire.,我在篝火旁检查mace。,item,用一用mace,图片/mace.png,,none,yes,no
mc-mob,mob,生物,物品,MC-D1,I find the mob beside the crafting table.,我在工作台旁边找到mob。,item,用一用mob,图片/mob.png,,none,yes,no
mc-mule,mule,骡子,物品,MC-D1,I check the mule before leaving camp.,离开营地前我先检查mule。,item,用一用mule,图片/mule.png,音频/mule.mp3,none,yes,yes
mc-ore,ore,矿石,物品,MC-D1,The ore stays safe in my backpack.,ore安全地待在我的背包里。,item,用一用ore,图片/ore.png,音频/ore.mp3,none,yes,yes
mc-plank,plank,木板,物品,MC-D1,I show the plank to my teammate at camp.,我在营地把plank给队友看。,item,用一用plank,图片/plank.png,音频/plank.mp3,none,yes,yes
mc-power,power,力量,物品,MC-D1,We share the power when the team needs it.,队友需要时我们一起用power。,item,用一用power,图片/power.png,音频/power.mp3,none,yes,yes
mc-punch,punch,冲击,物品,MC-D1,We share the punch when the team needs it.,队友需要时我们一起用punch。,item,用一用punch,图片/punch.png,音频/punch.mp3,none,yes,yes
mc-raid,raid,袭击,物品,MC-D1,I find the raid beside the crafting table.,我在工作台旁边找到raid。,item,用一用raid,图片/raid.png,音频/raid.mp3,none,yes,yes
mc-rail,rail,铁轨,物品,MC-D1,The rail stays safe in my backpack.,rail安全地待在我的背包里。,item,用一用rail,图片/rail.png,音频/rail.mp3,none,yes,yes
mc-realm,realm,领域服务器,物品,MC-D1,The realm stays safe in my backpack.,realm安全地待在我的背包里。,item,用一用realm,图片/realm.png,音频/realm.mp3,none,yes,yes
mc-sculk,sculk,幽匿块,物品,MC-D1,I use the sculk during our mission.,任务里我用到了sculk。,item,用一用sculk,图片/sculk.png,,none,yes,no
mc-scute,scute,鳞甲,物品,MC-D1,We prepare the scute before sunset.,日落前我们把scute准备好。,item,用一用scute,图片/scute.png,,none,yes,no
mc-slab,slab,台阶,物品,MC-D1,We keep the slab in a quiet corner.,我们把slab放在安静的角落。,item,用一用slab,图片/slab.png,音频/slab.mp3,none,yes,yes
mc-smite,smite,亡灵杀手,物品,MC-D1,I use the smite during our mission.,任务里我用到了smite。,item,用一用smite,图片/smite.png,音频/smite.mp3,none,yes,yes
mc-stray,stray,流浪者,物品,MC-D1,We prepare the stray before sunset.,日落前我们把stray准备好。,item,用一用stray,图片/stray.png,音频/stray.mp3,none,yes,yes
mc-tame,tame,驯服,物品,MC-D1,I pick up the tame near the path.,我在小路边捡起tame。,item,用一用tame,图片/tame.png,音频/tame.mp3,none,yes,yes
mc-tick,tick,游戏刻,物品,MC-D1,I place the tick in my adventure chest.,我把tick放进冒险箱子。,item,用一用tick,图片/tick.png,音频/tick.mp3,none,yes,yes
mc-tnt,tnt,TNT 炸药,物品,MC-D1,I return the tnt after the mission.,任务结束后我把tnt还回去。,item,用一用tnt,图片/tnt.png,,none,yes,no
mc-torch,torch,火把,物品,MC-D1,The torch stays safe in my backpack.,torch安全地待在我的背包里。,item,用一用torch,图片/torch.png,,none,yes,no
mc-tuff,tuff,凝灰岩,物品,MC-D1,We share the tuff when the team needs it.,队友需要时我们一起用tuff。,item,用一用tuff,图片/tuff.png,,none,yes,no
mc-vault,vault,金库,物品,MC-D1,I check the vault beside the campfire.,我在篝火旁检查vault。,item,用一用vault,图片/vault.png,音频/vault.mp3,none,yes,yes
mc-vex,vex,恼鬼,物品,MC-D1,We share the vex when the team needs it.,队友需要时我们一起用vex。,item,用一用vex,图片/vex.png,音频/vex.mp3,none,yes,yes
mc-wool,wool,羊毛,物品,MC-D1,The wool helps us finish the small task.,wool帮我们做完这件小事。,item,用一用wool,图片/wool.png,音频/wool.mp3,none,yes,yes
mc-dye,dye,染料,颜色,MC-D1,We choose dye wool for the cozy room.,我们选dye羊毛布置温暖的房间。,color,dye羊毛,图片/dye.png,音频/dye.mp3,none,yes,yes
mc-daisy,daisy,雏菊,植物,MC-D1,I plant the daisy near the village well.,我在村子水井旁种下daisy。,plant,种下daisy,图片/daisy.png,音频/daisy.mp3,none,yes,yes
mc-tulip,tulip,郁金香,植物,MC-D1,I plant the tulip near the village well.,我在村子水井旁种下tulip。,plant,种下tulip,图片/tulip.png,音频/tulip.mp3,none,yes,yes
mc-bullseye,bullseye,正中靶心,成就,MC-D2,Our team earns bullseye today.,今天我们队得到了bullseye。,advancement,完成bullseye,图片/bullseye.png,,none,yes,no
mc-acacia,acacia,金合欢,方块,MC-D2,I stack the acacia to make a small wall.,我把acacia叠成一堵小墙。,block,放好acacia,图片/acacia.png,音频/acacia.mp3,none,yes,yes
mc-actinium,actinium,锕,方块,MC-D2,The actinium keeps our little house strong.,actinium让小屋更结实。,block,放好actinium,图片/actinium.png,,none,yes,no
mc-aluminum,aluminum,铝,方块,MC-D2,A torch shines on the aluminum at night.,夜里火把照亮了aluminum。,block,放好aluminum,图片/aluminum.png,,none,yes,no
mc-antimony,antimony,n.法律的自相矛盾,方块,MC-D2,I place the antimony beside the doorway.,我把antimony放在门口。,block,放好antimony,图片/antimony.png,,none,yes,no
mc-arena,arena,竞技场,方块,MC-D2,I count the arena before we start building.,开工前我先数一数arena。,block,放好arena,图片/arena.png,,none,yes,no
mc-argon,argon,氩,方块,MC-D2,The builder stores the argon in a chest.,建造的人把argon放进箱子。,block,放好argon,图片/argon.png,,none,yes,no
mc-arsenic,arsenic,砷剂,方块,MC-D2,I count the arsenic before we start building.,开工前我先数一数arsenic。,block,放好arsenic,图片/arsenic.png,,none,yes,no
mc-astatine,astatine,砹,方块,MC-D2,I place the astatine beside the doorway.,我把astatine放在门口。,block,放好astatine,图片/astatine.png,,none,yes,no
mc-barium,barium,钡,方块,MC-D2,I collect the barium before sunset.,日落前我把barium收好。,block,放好barium,图片/barium.png,,none,yes,no
mc-basalt,basalt,玄武岩,方块,MC-D2,I replace the broken basalt near camp.,我在营地旁换掉坏掉的basalt。,block,放好basalt,图片/basalt.png,,none,yes,no
mc-bismuth,bismuth,铋,方块,MC-D2,The bismuth gives our base a new shape.,bismuth让基地有了新样子。,block,放好bismuth,图片/bismuth.png,,none,yes,no
mc-bohrium,bohrium,Bh元素,方块,MC-D2,The bohrium gives our base a new shape.,bohrium让基地有了新样子。,block,放好bohrium,图片/bohrium.png,,none,yes,no
mc-boron,boron,硼,方块,MC-D2,I stack the boron to make a small wall.,我把boron叠成一堵小墙。,block,放好boron,图片/boron.png,,none,yes,no
mc-brick,brick,红砖,方块,MC-D2,I replace the broken brick near camp.,我在营地旁换掉坏掉的brick。,block,放好brick,图片/brick.png,,none,yes,no
mc-bricks,bricks,砖块,方块,MC-D2,A torch shines on the bricks at night.,夜里火把照亮了bricks。,block,放好bricks,图片/bricks.png,,none,yes,no
mc-bromine,bromine,溴,方块,MC-D2,Rain falls softly on the bromine.,雨轻轻落在bromine上。,block,放好bromine,图片/bromine.png,,none,yes,no
mc-cadmium,cadmium,镉,方块,MC-D2,I stack the cadmium to make a small wall.,我把cadmium叠成一堵小墙。,block,放好cadmium,图片/cadmium.png,,none,yes,no
mc-calcium,calcium,钙,方块,MC-D2,I stack the calcium to make a small wall.,我把calcium叠成一堵小墙。,block,放好calcium,图片/calcium.png,,none,yes,no
mc-carbon,carbon,碳色,方块,MC-D2,I count the carbon before we start building.,开工前我先数一数carbon。,block,放好carbon,图片/carbon.png,,none,yes,no
mc-cerium,cerium,铈,方块,MC-D2,We choose the cerium for the garden wall.,花园围墙我们选用cerium。,block,放好cerium,图片/cerium.png,,none,yes,no
mc-cesium,cesium,铯,方块,MC-D2,A torch shines on the cesium at night.,夜里火把照亮了cesium。,block,放好cesium,图片/cesium.png,,none,yes,no
mc-chain,chain,锁链,方块,MC-D2,We build a safe step with the chain.,我们用chain搭出安全的台阶。,block,放好chain,图片/chain.png,音频/chain.mp3,none,yes,yes
mc-chlorine,chlorine,氯,方块,MC-D2,We make a small path with the chlorine.,我们用chlorine铺出一条小路。,block,放好chlorine,图片/chlorine.png,,none,yes,no
mc-chromium,chromium,铬,方块,MC-D2,I stack the chromium to make a small wall.,我把chromium叠成一堵小墙。,block,放好chromium,图片/chromium.png,,none,yes,no
mc-clay,clay,黏土块,方块,MC-D2,We build a safe step with the clay.,我们用clay搭出安全的台阶。,block,放好clay,图片/clay.png,,none,yes,no
mc-cobalt,cobalt,钴蓝色,方块,MC-D2,We use the cobalt to mark the path home.,我们用cobalt标出回家的路。,block,放好cobalt,图片/cobalt.png,,none,yes,no
mc-cobweb,cobweb,蜘蛛网,方块,MC-D2,The cobweb keeps our little house strong.,cobweb让小屋更结实。,block,放好cobweb,图片/cobweb.png,,none,yes,no
mc-conduit,conduit,潮涌核心,方块,MC-D2,The conduit keeps our little house strong.,conduit让小屋更结实。,block,放好conduit,图片/conduit.png,,none,yes,no
mc-curium,curium,锔,方块,MC-D2,The builder stores the curium in a chest.,建造的人把curium放进箱子。,block,放好curium,图片/curium.png,,none,yes,no
mc-deny,deny,"v.驳回 ,不予受理,拒绝,不受理 ,抵赖,否定,否认,否认",方块,MC-D2,A torch shines on the deny at night.,夜里火把照亮了deny。,block,放好deny,图片/deny.png,,none,yes,no
mc-dubnium,dubnium,Db元素,方块,MC-D2,Rain falls softly on the dubnium.,雨轻轻落在dubnium上。,block,放好dubnium,图片/dubnium.png,,none,yes,no
mc-erbium,erbium,铒,方块,MC-D2,We make a small path with the erbium.,我们用erbium铺出一条小路。,block,放好erbium,图片/erbium.png,,none,yes,no
mc-europium,europium,铕,方块,MC-D2,I collect the europium before sunset.,日落前我把europium收好。,block,放好europium,图片/europium.png,,none,yes,no
mc-farmland,farmland,耕地,方块,MC-D2,I count the farmland before we start building.,开工前我先数一数farmland。,block,放好farmland,图片/farmland.png,,none,yes,no
mc-fermium,fermium,镄,方块,MC-D2,I place the fermium beside the doorway.,我把fermium放在门口。,block,放好fermium,图片/fermium.png,,none,yes,no
mc-fluorine,fluorine,氟,方块,MC-D2,I collect the fluorine before sunset.,日落前我把fluorine收好。,block,放好fluorine,图片/fluorine.png,,none,yes,no
mc-francium,francium,钫,方块,MC-D2,I replace the broken francium near camp.,我在营地旁换掉坏掉的francium。,block,放好francium,图片/francium.png,,none,yes,no
mc-gallium,gallium,镓,方块,MC-D2,We choose the gallium for the garden wall.,花园围墙我们选用gallium。,block,放好gallium,图片/gallium.png,,none,yes,no
mc-gravel,gravel,沙砾,方块,MC-D2,We build a safe step with the gravel.,我们用gravel搭出安全的台阶。,block,放好gravel,图片/gravel.png,,none,yes,no
mc-hafnium,hafnium,铪,方块,MC-D2,Rain falls softly on the hafnium.,雨轻轻落在hafnium上。,block,放好hafnium,图片/hafnium.png,,none,yes,no
mc-hassium,hassium,钅罕,方块,MC-D2,We make a small path with the hassium.,我们用hassium铺出一条小路。,block,放好hassium,图片/hassium.png,,none,yes,no
mc-helium,helium,氦,方块,MC-D2,Rain falls softly on the helium.,雨轻轻落在helium上。,block,放好helium,图片/helium.png,,none,yes,no
mc-holmium,holmium,钬,方块,MC-D2,We choose the holmium for the garden wall.,花园围墙我们选用holmium。,block,放好holmium,图片/holmium.png,,none,yes,no
mc-hydrogen,hydrogen,氢,方块,MC-D2,I collect the hydrogen before sunset.,日落前我把hydrogen收好。,block,放好hydrogen,图片/hydrogen.png,,none,yes,no
mc-indium,indium,铟,方块,MC-D2,Rain falls softly on the indium.,雨轻轻落在indium上。,block,放好indium,图片/indium.png,,none,yes,no
mc-iodine,iodine,碘酒,方块,MC-D2,A torch shines on the iodine at night.,夜里火把照亮了iodine。,block,放好iodine,图片/iodine.png,,none,yes,no
mc-iridium,iridium,铱,方块,MC-D2,We use the iridium to mark the path home.,我们用iridium标出回家的路。,block,放好iridium,图片/iridium.png,,none,yes,no
mc-kelp,kelp,巨藻,方块,MC-D2,The kelp gives our base a new shape.,kelp让基地有了新样子。,block,放好kelp,图片/kelp.png,,none,yes,no
mc-krypton,krypton,氪,方块,MC-D2,I count the krypton before we start building.,开工前我先数一数krypton。,block,放好krypton,图片/krypton.png,,none,yes,no
mc-lithium,lithium,锂,方块,MC-D2,I collect the lithium before sunset.,日落前我把lithium收好。,block,放好lithium,图片/lithium.png,,none,yes,no
mc-lutetium,lutetium,镥,方块,MC-D2,We build a safe step with the lutetium.,我们用lutetium搭出安全的台阶。,block,放好lutetium,图片/lutetium.png,,none,yes,no
mc-marble,marble,大理石,方块,MC-D2,We use the marble to mark the path home.,我们用marble标出回家的路。,block,放好marble,图片/marble.png,,none,yes,no
mc-mercury,mercury,水星,方块,MC-D2,I replace the broken mercury near camp.,我在营地旁换掉坏掉的mercury。,block,放好mercury,图片/mercury.png,,none,yes,no
mc-mycelium,mycelium,菌丝体,方块,MC-D2,We build a safe step with the mycelium.,我们用mycelium搭出安全的台阶。,block,放好mycelium,图片/mycelium.png,,none,yes,no
mc-neon,neon,氖,方块,MC-D2,I stack the neon to make a small wall.,我把neon叠成一堵小墙。,block,放好neon,图片/neon.png,,none,yes,no
mc-nickel,nickel,镍,方块,MC-D2,A torch shines on the nickel at night.,夜里火把照亮了nickel。,block,放好nickel,图片/nickel.png,,none,yes,no
mc-nihonium,nihonium,Nh元素,方块,MC-D2,We use the nihonium to mark the path home.,我们用nihonium标出回家的路。,block,放好nihonium,图片/nihonium.png,,none,yes,no
mc-niobium,niobium,铌,方块,MC-D2,I count the niobium before we start building.,开工前我先数一数niobium。,block,放好niobium,图片/niobium.png,,none,yes,no
mc-nitrogen,nitrogen,氮,方块,MC-D2,The nitrogen gives our base a new shape.,nitrogen让基地有了新样子。,block,放好nitrogen,图片/nitrogen.png,,none,yes,no
mc-nobelium,nobelium,锘,方块,MC-D2,We build a safe step with the nobelium.,我们用nobelium搭出安全的台阶。,block,放好nobelium,图片/nobelium.png,,none,yes,no
mc-osmium,osmium,锇,方块,MC-D2,I stack the osmium to make a small wall.,我把osmium叠成一堵小墙。,block,放好osmium,图片/osmium.png,,none,yes,no
mc-oxygen,oxygen,氧气,方块,MC-D2,We make a small path with the oxygen.,我们用oxygen铺出一条小路。,block,放好oxygen,图片/oxygen.png,,none,yes,no
mc-planks,planks,木板,方块,MC-D2,I replace the broken planks near camp.,我在营地旁换掉坏掉的planks。,block,放好planks,图片/planks.png,,none,yes,no
mc-platinum,platinum,铂,方块,MC-D2,We make a small path with the platinum.,我们用platinum铺出一条小路。,block,放好platinum,图片/platinum.png,,none,yes,no
mc-podzol,podzol,灰化土,方块,MC-D2,We make a small path with the podzol.,我们用podzol铺出一条小路。,block,放好podzol,图片/podzol.png,,none,yes,no
mc-polonium,polonium,钋,方块,MC-D2,We build a safe step with the polonium.,我们用polonium搭出安全的台阶。,block,放好polonium,图片/polonium.png,,none,yes,no
mc-purpur,purpur,紫珀,方块,MC-D2,We make a small path with the purpur.,我们用purpur铺出一条小路。,block,放好purpur,图片/purpur.png,,none,yes,no
mc-radium,radium,镭,方块,MC-D2,Rain falls softly on the radium.,雨轻轻落在radium上。,block,放好radium,图片/radium.png,,none,yes,no
mc-radon,radon,氡,方块,MC-D2,Rain falls softly on the radon.,雨轻轻落在radon上。,block,放好radon,图片/radon.png,,none,yes,no
mc-rhenium,rhenium,铼,方块,MC-D2,We make a small path with the rhenium.,我们用rhenium铺出一条小路。,block,放好rhenium,图片/rhenium.png,,none,yes,no
mc-rhodium,rhodium,铑,方块,MC-D2,I stack the rhodium to make a small wall.,我把rhodium叠成一堵小墙。,block,放好rhodium,图片/rhodium.png,,none,yes,no
mc-rubidium,rubidium,铷,方块,MC-D2,We choose the rubidium for the garden wall.,花园围墙我们选用rubidium。,block,放好rubidium,图片/rubidium.png,,none,yes,no
mc-samarium,samarium,钐,方块,MC-D2,The builder stores the samarium in a chest.,建造的人把samarium放进箱子。,block,放好samarium,图片/samarium.png,,none,yes,no
mc-scandium,scandium,钪,方块,MC-D2,I stack the scandium to make a small wall.,我把scandium叠成一堵小墙。,block,放好scandium,图片/scandium.png,,none,yes,no
mc-selenium,selenium,硒,方块,MC-D2,A torch shines on the selenium at night.,夜里火把照亮了selenium。,block,放好selenium,图片/selenium.png,,none,yes,no
mc-silicon,silicon,硅,方块,MC-D2,I place the silicon beside the doorway.,我把silicon放在门口。,block,放好silicon,图片/silicon.png,,none,yes,no
mc-sodium,sodium,钠,方块,MC-D2,The builder stores the sodium in a chest.,建造的人把sodium放进箱子。,block,放好sodium,图片/sodium.png,,none,yes,no
mc-spruce,spruce,云杉,方块,MC-D2,I stack the spruce to make a small wall.,我把spruce叠成一堵小墙。,block,放好spruce,图片/spruce.png,音频/spruce.mp3,none,yes,yes
mc-sulfur,sulfur,硫磺,方块,MC-D2,I count the sulfur before we start building.,开工前我先数一数sulfur。,block,放好sulfur,图片/sulfur.png,,none,yes,no
mc-tantalum,tantalum,钽,方块,MC-D2,I collect the tantalum before sunset.,日落前我把tantalum收好。,block,放好tantalum,图片/tantalum.png,,none,yes,no
mc-terbium,terbium,铽,方块,MC-D2,Rain falls softly on the terbium.,雨轻轻落在terbium上。,block,放好terbium,图片/terbium.png,,none,yes,no
mc-thallium,thallium,铊,方块,MC-D2,We make a small path with the thallium.,我们用thallium铺出一条小路。,block,放好thallium,图片/thallium.png,,none,yes,no
mc-thorium,thorium,瑟银,方块,MC-D2,The thorium keeps our little house strong.,thorium让小屋更结实。,block,放好thorium,图片/thorium.png,,none,yes,no
mc-thulium,thulium,铥,方块,MC-D2,A torch shines on the thulium at night.,夜里火把照亮了thulium。,block,放好thulium,图片/thulium.png,,none,yes,no
mc-tin,tin,听,方块,MC-D2,We choose the tin for the garden wall.,花园围墙我们选用tin。,block,放好tin,图片/tin.png,,none,yes,no
mc-titanium,titanium,钛,方块,MC-D2,I replace the broken titanium near camp.,我在营地旁换掉坏掉的titanium。,block,放好titanium,图片/titanium.png,,none,yes,no
mc-tripwire,tripwire,绊线钩,方块,MC-D2,A torch shines on the tripwire at night.,夜里火把照亮了tripwire。,block,放好tripwire,图片/tripwire.png,,none,yes,no
mc-tungsten,tungsten,钨,方块,MC-D2,We make a small path with the tungsten.,我们用tungsten铺出一条小路。,block,放好tungsten,图片/tungsten.png,,none,yes,no
mc-uranium,uranium,铀,方块,MC-D2,We use the uranium to mark the path home.,我们用uranium标出回家的路。,block,放好uranium,图片/uranium.png,,none,yes,no
mc-vanadium,vanadium,钒,方块,MC-D2,I count the vanadium before we start building.,开工前我先数一数vanadium。,block,放好vanadium,图片/vanadium.png,,none,yes,no
mc-xenon,xenon,氙气灯,方块,MC-D2,We make a small path with the xenon.,我们用xenon铺出一条小路。,block,放好xenon,图片/xenon.png,,none,yes,no
mc-yttrium,yttrium,钇,方块,MC-D2,We make a small path with the yttrium.,我们用yttrium铺出一条小路。,block,放好yttrium,图片/yttrium.png,,none,yes,no
mc-zinc,zinc,锌,方块,MC-D2,The zinc gives our base a new shape.,zinc让基地有了新样子。,block,放好zinc,图片/zinc.png,,none,yes,no
mc-pickaxe,pickaxe,镐,工具,MC-D2,The pickaxe helps us reach the high ledge.,pickaxe帮我们爬上高台。,tool,用一把pickaxe,图片/pickaxe.png,音频/pickaxe.mp3,none,yes,yes
mc-shears,shears,剪刀,工具,MC-D2,I use the shears to gather materials.,我用shears去收集材料。,tool,用一把shears,图片/shears.png,,none,yes,no
mc-shovel,shovel,锹,工具,MC-D2,I use the shovel to gather materials.,我用shovel去收集材料。,tool,用一把shovel,图片/shovel.png,音频/shovel.mp3,none,yes,yes
mc-temple,temple,神殿,建筑,MC-D2,We discover the temple beyond the river.,我们在河对岸发现了temple。,structure,找到一个temple,图片/temple.png,音频/temple.mp3,none,yes,yes
mc-axolotl,axolotl,美西螈,生物,MC-D2,The axolotl hides behind a tree.,axolotl躲在树后面。,mob,看见axolotl,图片/axolotl.png,音频/axolotl.mp3,none,yes,yes
mc-beehive,beehive,蜂箱,生物,MC-D2,We draw the beehive in our adventure book.,我们把beehive画进冒险本。,mob,看见beehive,图片/beehive.png,,none,yes,no
mc-beetroot,beetroot,甜菜根,生物,MC-D2,The beetroot follows us along the path.,beetroot跟着我们走在路上。,mob,看见beetroot,图片/beetroot.png,,none,yes,no
mc-creeper,creeper,苦力怕,生物,MC-D2,We hear a creeper behind the trees.,树后面传来creeper的声音。,mob,看见creeper,图片/creeper.png,音频/creeper.mp3,none,yes,yes
mc-enderman,enderman,末影人,生物,MC-D2,I spot a enderman near the village.,我在村子附近看见enderman。,mob,看见enderman,图片/enderman.png,音频/enderman.mp3,none,yes,yes
mc-guardian,guardian,守卫者,生物,MC-D2,Our map marks a guardian nearby.,地图上标着附近有guardian。,mob,看见guardian,图片/guardian.png,音频/guardian.mp3,none,yes,yes
mc-hoglin,hoglin,疣猪兽,生物,MC-D2,A hoglin rests beside the river.,一只hoglin在河边休息。,mob,看见hoglin,图片/hoglin.png,音频/hoglin.mp3,none,yes,yes
mc-phantom,phantom,幻翼,生物,MC-D2,A phantom rests beside the river.,一只phantom在河边休息。,mob,看见phantom,图片/phantom.png,音频/phantom.mp3,none,yes,yes
mc-piglin,piglin,猪灵,生物,MC-D2,The piglin visits our camp at dawn.,天亮时piglin来到我们的营地。,mob,看见piglin,图片/piglin.png,音频/piglin.mp3,none,yes,yes
mc-skeleton,skeleton,骷髅,生物,MC-D2,A skeleton crosses the bridge slowly.,一只skeleton慢慢走过桥。,mob,看见skeleton,图片/skeleton.png,,none,yes,no
mc-spawner,spawner,刷怪笼,生物,MC-D2,The spawner follows us along the path.,spawner跟着我们走在路上。,mob,看见spawner,图片/spawner.png,,none,yes,no
mc-strider,strider,炽足兽,生物,MC-D2,Our map marks a strider nearby.,地图上标着附近有strider。,mob,看见strider,图片/strider.png,音频/strider.mp3,none,yes,yes
mc-villager,villager,村民,生物,MC-D2,I spot a villager near the village.,我在村子附近看见villager。,mob,看见villager,图片/villager.png,音频/villager.mp3,none,yes,yes
mc-wither,wither,凋灵,生物,MC-D2,The wither hides behind a tree.,wither躲在树后面。,mob,看见wither,图片/wither.png,音频/wither.mp3,none,yes,yes
mc-zombie,zombie,僵尸,生物,MC-D2,We draw the zombie in our adventure book.,我们把zombie画进冒险本。,mob,看见zombie,图片/zombie.png,音频/zombie.mp3,none,yes,yes
