id,word,zh,theme,level,phrase,phraseZh,category,group,image,audio,art,hasImage,hasAudio
mc-loot,loot,战利品,物品,MC-D1,I find the loot beside the crafting table.,我在工作台旁边找到loot。,item,用一用loot,图片/loot.png,音频/loot.mp3,none,yes,yes
mc-lure,lure,诱钓,物品,MC-D1,I return the lure after the mission.,任务结束后我把lure还回去。,item,用一用lure,图片/lure.png,音频/lure.mp3,none,yes,yes
mc-mace,mace,狼牙棒,物品,MC-D1,I check the mace beside the campfire.,我在篝火旁检查mace。,item,用一用mace,图片/mace.png,,none,yes,no
mc-mob,mob,生物,物品,MC-D1,I find the mob beside the crafting table.,我在工作台旁边找到mob。,item,用一用mob,图片/mob.png,,none,yes,no
mc-mule,mule,骡子,物品,MC-D1,I check the mule before leaving camp.,离开营地前我先检查mule。,item,用一用mule,图片/mule.png,音频/mule.mp3,none,yes,yes
mc-ore,ore,矿石,物品,MC-D1,The ore stays safe in my backpack.,ore安全地待在我的背包里。,item,用一用ore,图片/ore.png,音频/ore.mp3,none,yes,yes
mc-plank,plank,木板,物品,MC-D1,I show the plank to my teammate at camp.,我在营地把plank给队友看。,item,用一用plank,图片/plank.png,音频/plank.mp3,none,yes,yes
mc-power,power,力量,物品,MC-D1,We share the power when the team needs it.,队友需要时我们一起用power。,item,用一用power,图片/power.png,音频/power.mp3,none,yes,yes
mc-punch,punch,冲击,物品,MC-D1,We share the punch when the team needs it.,队友需要时我们一起用punch。,item,用一用punch,图片/punch.png,音频/punch.mp3,none,yes,yes
mc-raid,raid,袭击,物品,MC-D1,I find the raid beside the crafting table.,我在工作台旁边找到raid。,item,用一用raid,图片/raid.png,音频/raid.mp3,none,yes,yes
mc-rail,rail,铁轨,物品,MC-D1,The rail stays safe in my backpack.,rail安全地待在我的背包里。,item,用一用rail,图片/rail.png,音频/rail.mp3,none,yes,yes
mc-realm,realm,领域服务器,物品,MC-D1,The realm stays safe in my backpack.,realm安全地待在我的背包里。,item,用一用realm,图片/realm.png,音频/realm.mp3,none,yes,yes
mc-sculk,sculk,幽匿块,物品,MC-D1,I use the sculk during our mission.,任务里我用到了sculk。,item,用一用sculk,图片/sculk.png,,none,yes,no
mc-scute,scute,鳞甲,物品,MC-D1,We prepare the scute before sunset.,日落前我们把scute准备好。,item,用一用scute,图片/scute.png,,none,yes,no
mc-slab,slab,台阶,物品,MC-D1,We keep the slab in a quiet corner.,我们把slab放在安静的角落。,item,用一用slab,图片/slab.png,音频/slab.mp3,none,yes,yes
mc-smite,smite,亡灵杀手,物品,MC-D1,I use the smite during our mission.,任务里我用到了smite。,item,用一用smite,图片/smite.png,音频/smite.mp3,none,yes,yes
mc-stray,stray,流浪者,物品,MC-D1,We prepare the stray before sunset.,日落前我们把stray准备好。,item,用一用stray,图片/stray.png,音频/stray.mp3,none,yes,yes
mc-tame,tame,驯服,物品,MC-D1,I pick up the tame near the path.,我在小路边捡起tame。,item,用一用tame,图片/tame.png,音频/tame.mp3,none,yes,yes
mc-tick,tick,游戏刻,物品,MC-D1,I place the tick in my adventure chest.,我把tick放进冒险箱子。,item,用一用tick,图片/tick.png,音频/tick.mp3,none,yes,yes
mc-tnt,tnt,TNT 炸药,物品,MC-D1,I return the tnt after the mission.,任务结束后我把tnt还回去。,item,用一用tnt,图片/tnt.png,,none,yes,no
mc-torch,torch,火把,物品,MC-D1,The torch stays safe in my backpack.,torch安全地待在我的背包里。,item,用一用torch,图片/torch.png,,none,yes,no
mc-tuff,tuff,凝灰岩,物品,MC-D1,We share the tuff when the team needs it.,队友需要时我们一起用tuff。,item,用一用tuff,图片/tuff.png,,none,yes,no
mc-vault,vault,金库,物品,MC-D1,I check the vault beside the campfire.,我在篝火旁检查vault。,item,用一用vault,图片/vault.png,音频/vault.mp3,none,yes,yes
mc-vex,vex,恼鬼,物品,MC-D1,We share the vex when the team needs it.,队友需要时我们一起用vex。,item,用一用vex,图片/vex.png,音频/vex.mp3,none,yes,yes
mc-wool,wool,羊毛,物品,MC-D1,The wool helps us finish the small task.,wool帮我们做完这件小事。,item,用一用wool,图片/wool.png,音频/wool.mp3,none,yes,yes
mc-alex,alex,Alex（角色）,物品,MC-D2,I use the alex during our mission.,任务里我用到了alex。,item,用一用alex,图片/alex.png,,none,yes,no
mc-altitude,altitude,海拔,物品,MC-D2,We prepare the altitude before sunset.,日落前我们把altitude准备好。,item,用一用altitude,图片/altitude.png,,none,yes,no
mc-ambience,ambience,环境音,物品,MC-D2,We keep the ambience in a quiet corner.,我们把ambience放在安静的角落。,item,用一用ambience,图片/ambience.png,,none,yes,no
mc-amethyst,amethyst,紫水晶,物品,MC-D2,My teammate passes me the amethyst.,队友把amethyst递给我。,item,用一用amethyst,图片/amethyst.png,音频/amethyst.mp3,none,yes,yes
mc-ammonia,ammonia,氨,物品,MC-D2,I return the ammonia after the mission.,任务结束后我把ammonia还回去。,item,用一用ammonia,图片/ammonia.png,,none,yes,no
mc-andesite,andesite,安山岩,物品,MC-D2,We prepare the andesite before sunset.,日落前我们把andesite准备好。,item,用一用andesite,图片/andesite.png,,none,yes,no
mc-badlands,badlands,恶地,物品,MC-D2,The badlands helps us finish the small task.,badlands帮我们做完这件小事。,item,用一用badlands,图片/badlands.png,,none,yes,no
mc-banner,banner,旗帜,物品,MC-D2,I use the banner during our mission.,任务里我用到了banner。,item,用一用banner,图片/banner.png,音频/banner.mp3,none,yes,yes
mc-barrel,barrel,木桶,物品,MC-D2,We prepare the barrel before sunset.,日落前我们把barrel准备好。,item,用一用barrel,图片/barrel.png,音频/barrel.mp3,none,yes,yes
mc-beacon,beacon,信标,物品,MC-D2,I place the beacon in my adventure chest.,我把beacon放进冒险箱子。,item,用一用beacon,图片/beacon.png,,none,yes,no
mc-bedrock,bedrock,基岩,物品,MC-D2,My teammate passes me the bedrock.,队友把bedrock递给我。,item,用一用bedrock,图片/bedrock.png,,none,yes,no
mc-bogged,bogged,泥沼骷髅,物品,MC-D2,I place the bogged in my adventure chest.,我把bogged放进冒险箱子。,item,用一用bogged,图片/bogged.png,音频/bogged.mp3,none,yes,yes
mc-breach,breach,破甲,物品,MC-D2,The breach stays safe in my backpack.,breach安全地待在我的背包里。,item,用一用breach,图片/breach.png,音频/breach.mp3,none,yes,yes
mc-breeze,breeze,风弹怪,物品,MC-D2,We keep the breeze in a quiet corner.,我们把breeze放在安静的角落。,item,用一用breeze,图片/breeze.png,音频/breeze.mp3,none,yes,yes
mc-brewing,brewing,酿造,物品,MC-D2,We share the brewing when the team needs it.,队友需要时我们一起用brewing。,item,用一用brewing,图片/brewing.png,音频/brewing.mp3,none,yes,yes
mc-bundle,bundle,收纳袋,物品,MC-D2,The bundle is ready for our next adventure.,bundle已经准备好下一次冒险。,item,用一用bundle,图片/bundle.png,,none,yes,no
mc-calcite,calcite,方解石,物品,MC-D2,I place the calcite in my adventure chest.,我把calcite放进冒险箱子。,item,用一用calcite,图片/calcite.png,,none,yes,no
mc-campfire,campfire,营火,物品,MC-D2,I place the campfire in my adventure chest.,我把campfire放进冒险箱子。,item,用一用campfire,图片/campfire.png,,none,yes,no
mc-cane,cane,甘蔗,物品,MC-D2,We share the cane when the team needs it.,队友需要时我们一起用cane。,item,用一用cane,图片/cane.png,,none,yes,no
mc-cauldron,cauldron,炼药锅,物品,MC-D2,I show the cauldron to my teammate at camp.,我在营地把cauldron给队友看。,item,用一用cauldron,图片/cauldron.png,,none,yes,no
mc-charcoal,charcoal,木炭,物品,MC-D2,I find the charcoal beside the crafting table.,我在工作台旁边找到charcoal。,item,用一用charcoal,图片/charcoal.png,,none,yes,no
mc-chorus,chorus,紫颂果,物品,MC-D2,I use the chorus during our mission.,任务里我用到了chorus。,item,用一用chorus,图片/chorus.png,,none,yes,no
mc-command,command,命令,物品,MC-D2,We share the command when the team needs it.,队友需要时我们一起用command。,item,用一用command,图片/command.png,音频/command.mp3,none,yes,yes
mc-compass,compass,指南针,物品,MC-D2,The compass is ready for our next adventure.,compass已经准备好下一次冒险。,item,用一用compass,图片/compass.png,音频/compass.mp3,none,yes,yes
mc-compound,compound,化合物,物品,MC-D2,The compound stays safe in my backpack.,compound安全地待在我的背包里。,item,用一用compound,图片/compound.png,,none,yes,no
mc-concrete,concrete,混凝土,物品,MC-D2,I check the concrete beside the campfire.,我在篝火旁检查concrete。,item,用一用concrete,图片/concrete.png,音频/concrete.mp3,none,yes,yes
mc-copper,copper,铜,物品,MC-D2,The copper is ready for our next adventure.,copper已经准备好下一次冒险。,item,用一用copper,图片/copper.png,,none,yes,no
mc-crafting,crafting,合成,物品,MC-D2,The crafting is ready for our next adventure.,crafting已经准备好下一次冒险。,item,用一用crafting,图片/crafting.png,音频/crafting.mp3,none,yes,yes
mc-crawling,crawling,爬行,物品,MC-D2,The crawling stays safe in my backpack.,crawling安全地待在我的背包里。,item,用一用crawling,图片/crawling.png,,none,yes,no
mc-creaking,creaking,嘎吱怪,物品,MC-D2,I check the creaking before leaving camp.,离开营地前我先检查creaking。,item,用一用creaking,图片/creaking.png,音频/creaking.mp3,none,yes,yes
mc-crit,crit,暴击,物品,MC-D2,The crit helps us finish the small task.,crit帮我们做完这件小事。,item,用一用crit,图片/crit.png,,none,yes,no
mc-datapack,datapack,数据包,物品,MC-D2,I check the datapack beside the campfire.,我在篝火旁检查datapack。,item,用一用datapack,图片/datapack.png,音频/datapack.mp3,none,yes,yes
mc-debug,debug,调试,物品,MC-D2,I show the debug to my teammate at camp.,我在营地把debug给队友看。,item,用一用debug,图片/debug.png,,none,yes,no
mc-default,default,默认,物品,MC-D2,I place the default in my adventure chest.,我把default放进冒险箱子。,item,用一用default,图片/default.png,,none,yes,no
mc-density,density,密集,物品,MC-D2,The density stays safe in my backpack.,density安全地待在我的背包里。,item,用一用density,图片/density.png,音频/density.mp3,none,yes,yes
mc-diamonds,diamonds,钻石,物品,MC-D2,I place the diamonds in my adventure chest.,我把diamonds放进冒险箱子。,item,用一用diamonds,图片/diamonds.png,,none,yes,no
mc-diorite,diorite,闪长岩,物品,MC-D2,I pick up the diorite near the path.,我在小路边捡起diorite。,item,用一用diorite,图片/diorite.png,,none,yes,no
mc-donkey,donkey,驴,物品,MC-D2,I find the donkey beside the crafting table.,我在工作台旁边找到donkey。,item,用一用donkey,图片/donkey.png,音频/donkey.mp3,none,yes,yes
mc-dropper,dropper,投掷器,物品,MC-D2,I check the dropper before leaving camp.,离开营地前我先检查dropper。,item,用一用dropper,图片/dropper.png,,none,yes,no
mc-drowned,drowned,溺尸,物品,MC-D2,I use the drowned during our mission.,任务里我用到了drowned。,item,用一用drowned,图片/drowned.png,音频/drowned.mp3,none,yes,yes
mc-dungeon,dungeon,地牢,物品,MC-D2,I pick up the dungeon near the path.,我在小路边捡起dungeon。,item,用一用dungeon,图片/dungeon.png,音频/dungeon.mp3,none,yes,yes
mc-elytra,elytra,鞘翅,物品,MC-D2,I pick up the elytra near the path.,我在小路边捡起elytra。,item,用一用elytra,图片/elytra.png,,none,yes,no
mc-emerald,emerald,绿宝石,物品,MC-D2,I find the emerald beside the crafting table.,我在工作台旁边找到emerald。,item,用一用emerald,图片/emerald.png,,none,yes,no
mc-emote,emote,表情动作,物品,MC-D2,We keep the emote in a quiet corner.,我们把emote放在安静的角落。,item,用一用emote,图片/emote.png,,none,yes,no
mc-entities,entities,实体,物品,MC-D2,I use the entities during our mission.,任务里我用到了entities。,item,用一用entities,图片/entities.png,,none,yes,no
mc-evoker,evoker,唤魔者,物品,MC-D2,We keep the evoker in a quiet corner.,我们把evoker放在安静的角落。,item,用一用evoker,图片/evoker.png,,none,yes,no
mc-feather,feather,羽毛,物品,MC-D2,I check the feather beside the campfire.,我在篝火旁检查feather。,item,用一用feather,图片/feather.png,,none,yes,no
mc-fluids,fluids,流体,物品,MC-D2,We prepare the fluids before sunset.,日落前我们把fluids准备好。,item,用一用fluids,图片/fluids.png,,none,yes,no
mc-fog,fog,雾,物品,MC-D2,I show the fog to my teammate at camp.,我在营地把fog给队友看。,item,用一用fog,图片/fog.png,,none,yes,no
mc-fortune,fortune,时运,物品,MC-D2,I place the fortune in my adventure chest.,我把fortune放进冒险箱子。,item,用一用fortune,图片/fortune.png,音频/fortune.mp3,none,yes,yes
mc-fossil,fossil,化石,物品,MC-D2,We share the fossil when the team needs it.,队友需要时我们一起用fossil。,item,用一用fossil,图片/fossil.png,音频/fossil.mp3,none,yes,yes
mc-furnace,furnace,熔炉,物品,MC-D2,I use the furnace during our mission.,任务里我用到了furnace。,item,用一用furnace,图片/furnace.png,,none,yes,no
mc-garbage,garbage,垃圾,物品,MC-D2,I show the garbage to my teammate at camp.,我在营地把garbage给队友看。,item,用一用garbage,图片/garbage.png,,none,yes,no
mc-granite,granite,花岗岩,物品,MC-D2,My teammate passes me the granite.,队友把granite递给我。,item,用一用granite,图片/granite.png,,none,yes,no
mc-helmet,helmet,头盔,物品,MC-D2,I check the helmet before leaving camp.,离开营地前我先检查helmet。,item,用一用helmet,图片/helmet.png,,none,yes,no
mc-hopper,hopper,漏斗,物品,MC-D2,I check the hopper before leaving camp.,离开营地前我先检查hopper。,item,用一用hopper,图片/hopper.png,音频/hopper.mp3,none,yes,yes
mc-hostile,hostile,敌对的,物品,MC-D2,I find the hostile beside the crafting table.,我在工作台旁边找到hostile。,item,用一用hostile,图片/hostile.png,音频/hostile.mp3,none,yes,yes
mc-illager,illager,灾厄村民,物品,MC-D2,I check the illager beside the campfire.,我在篝火旁检查illager。,item,用一用illager,图片/illager.png,音频/illager.mp3,none,yes,yes
mc-impaling,impaling,穿刺,物品,MC-D2,I use the impaling during our mission.,任务里我用到了impaling。,item,用一用impaling,图片/impaling.png,音频/impaling.mp3,none,yes,yes
mc-infinity,infinity,无限,物品,MC-D2,I check the infinity beside the campfire.,我在篝火旁检查infinity。,item,用一用infinity,图片/infinity.png,音频/infinity.mp3,none,yes,yes
mc-item,item,項目,物品,MC-D2,I find the item beside the crafting table.,我在工作台旁边找到item。,item,用一用item,图片/item.png,,none,yes,no
mc-jukebox,jukebox,唱片机,物品,MC-D2,The jukebox is ready for our next adventure.,jukebox已经准备好下一次冒险。,item,用一用jukebox,图片/jukebox.png,,none,yes,no
mc-ladder,ladder,梯子,物品,MC-D2,I find the ladder beside the crafting table.,我在工作台旁边找到ladder。,item,用一用ladder,图片/ladder.png,音频/ladder.mp3,none,yes,yes
mc-lantern,lantern,灯笼,物品,MC-D2,I use the lantern during our mission.,任务里我用到了lantern。,item,用一用lantern,图片/lantern.png,,none,yes,no
mc-leather,leather,皮革,物品,MC-D2,I use the leather during our mission.,任务里我用到了leather。,item,用一用leather,图片/leather.png,,none,yes,no
mc-lectern,lectern,讲台,物品,MC-D2,The lectern helps us finish the small task.,lectern帮我们做完这件小事。,item,用一用lectern,图片/lectern.png,,none,yes,no
mc-looting,looting,抢夺,物品,MC-D2,The looting helps us finish the small task.,looting帮我们做完这件小事。,item,用一用looting,图片/looting.png,音频/looting.mp3,none,yes,yes
mc-loyalty,loyalty,忠诚,物品,MC-D2,We share the loyalty when the team needs it.,队友需要时我们一起用loyalty。,item,用一用loyalty,图片/loyalty.png,音频/loyalty.mp3,none,yes,yes
mc-meadow,meadow,草甸,物品,MC-D2,We keep the meadow in a quiet corner.,我们把meadow放在安静的角落。,item,用一用meadow,图片/meadow.png,,none,yes,no
mc-mending,mending,经验修补,物品,MC-D2,I pick up the mending near the path.,我在小路边捡起mending。,item,用一用mending,图片/mending.png,音频/mending.mp3,none,yes,yes
mc-minecart,minecart,矿车,物品,MC-D2,We keep the minecart in a quiet corner.,我们把minecart放在安静的角落。,item,用一用minecart,图片/minecart.png,,none,yes,no
mc-neutral,neutral,中立的,物品,MC-D2,My teammate passes me the neutral.,队友把neutral递给我。,item,用一用neutral,图片/neutral.png,音频/neutral.mp3,none,yes,yes
mc-nugget,nugget,粒,物品,MC-D2,I find the nugget beside the crafting table.,我在工作台旁边找到nugget。,item,用一用nugget,图片/nugget.png,音频/nugget.mp3,none,yes,yes
mc-observer,observer,侦测器,物品,MC-D2,We prepare the observer before sunset.,日落前我们把observer准备好。,item,用一用observer,图片/observer.png,,none,yes,no
mc-obsidian,obsidian,黑曜石,物品,MC-D2,I place the obsidian in my adventure chest.,我把obsidian放进冒险箱子。,item,用一用obsidian,图片/obsidian.png,,none,yes,no
mc-ocelot,ocelot,豹猫,物品,MC-D2,I place the ocelot in my adventure chest.,我把ocelot放进冒险箱子。,item,用一用ocelot,图片/ocelot.png,音频/ocelot.mp3,none,yes,yes
mc-operator,operator,管理员,物品,MC-D2,I show the operator to my teammate at camp.,我在营地把operator给队友看。,item,用一用operator,图片/operator.png,音频/operator.mp3,none,yes,yes
mc-passive,passive,被动的,物品,MC-D2,My teammate passes me the passive.,队友把passive递给我。,item,用一用passive,图片/passive.png,音频/passive.mp3,none,yes,yes
mc-peaceful,peaceful,和平模式,物品,MC-D2,I find the peaceful beside the crafting table.,我在工作台旁边找到peaceful。,item,用一用peaceful,图片/peaceful.png,音频/peaceful.mp3,none,yes,yes
mc-piercing,piercing,穿透,物品,MC-D2,I place the piercing in my adventure chest.,我把piercing放进冒险箱子。,item,用一用piercing,图片/piercing.png,音频/piercing.mp3,none,yes,yes
mc-pillager,pillager,掠夺者,物品,MC-D2,I use the pillager during our mission.,任务里我用到了pillager。,item,用一用pillager,图片/pillager.png,音频/pillager.mp3,none,yes,yes
mc-piston,piston,活塞,物品,MC-D2,I check the piston before leaving camp.,离开营地前我先检查piston。,item,用一用piston,图片/piston.png,,none,yes,no
mc-potion,potion,药水,物品,MC-D2,I find the potion beside the crafting table.,我在工作台旁边找到potion。,item,用一用potion,图片/potion.png,音频/potion.mp3,none,yes,yes
mc-pumpkin,pumpkin,南瓜,物品,MC-D2,I use the pumpkin during our mission.,任务里我用到了pumpkin。,item,用一用pumpkin,图片/pumpkin.png,,none,yes,no
mc-quartz,quartz,石英,物品,MC-D2,The quartz is ready for our next adventure.,quartz已经准备好下一次冒险。,item,用一用quartz,图片/quartz.png,音频/quartz.mp3,none,yes,yes
mc-quiver,quiver,箭袋,物品,MC-D2,The quiver helps us finish the small task.,quiver帮我们做完这件小事。,item,用一用quiver,图片/quiver.png,,none,yes,no
mc-ravager,ravager,劫掠兽,物品,MC-D2,We prepare the ravager before sunset.,日落前我们把ravager准备好。,item,用一用ravager,图片/ravager.png,音频/ravager.mp3,none,yes,yes
mc-repeater,repeater,中继器,物品,MC-D2,We share the repeater when the team needs it.,队友需要时我们一起用repeater。,item,用一用repeater,图片/repeater.png,音频/repeater.mp3,none,yes,yes
mc-riding,riding,骑乘,物品,MC-D2,We keep the riding in a quiet corner.,我们把riding放在安静的角落。,item,用一用riding,图片/riding.png,,none,yes,no
mc-riptide,riptide,激流,物品,MC-D2,We share the riptide when the team needs it.,队友需要时我们一起用riptide。,item,用一用riptide,图片/riptide.png,音频/riptide.mp3,none,yes,yes
mc-saddle,saddle,马鞍,物品,MC-D2,My teammate passes me the saddle.,队友把saddle递给我。,item,用一用saddle,图片/saddle.png,,none,yes,no
mc-shulker,shulker,潜影贝,物品,MC-D2,The shulker helps us finish the small task.,shulker帮我们做完这件小事。,item,用一用shulker,图片/shulker.png,音频/shulker.mp3,none,yes,yes
mc-slate,slate,板岩,物品,MC-D2,My teammate passes me the slate.,队友把slate递给我。,item,用一用slate,图片/slate.png,,none,yes,no
mc-smelting,smelting,熔炼,物品,MC-D2,I return the smelting after the mission.,任务结束后我把smelting还回去。,item,用一用smelting,图片/smelting.png,音频/smelting.mp3,none,yes,yes
mc-smoker,smoker,烟熏炉,物品,MC-D2,I pick up the smoker near the path.,我在小路边捡起smoker。,item,用一用smoker,图片/smoker.png,,none,yes,no
mc-sneak,sneak,潜行,物品,MC-D2,I return the sneak after the mission.,任务结束后我把sneak还回去。,item,用一用sneak,图片/sneak.png,,none,yes,no
mc-sniffer,sniffer,嗅探兽,物品,MC-D2,My teammate passes me the sniffer.,队友把sniffer递给我。,item,用一用sniffer,图片/sniffer.png,音频/sniffer.mp3,none,yes,yes
mc-snowball,snowball,雪球,物品,MC-D2,The snowball stays safe in my backpack.,snowball安全地待在我的背包里。,item,用一用snowball,图片/snowball.png,,none,yes,no
mc-snowfall,snowfall,降雪,物品,MC-D2,We prepare the snowfall before sunset.,日落前我们把snowfall准备好。,item,用一用snowfall,图片/snowfall.png,,none,yes,no
mc-sponge,sponge,海绵,物品,MC-D2,We keep the sponge in a quiet corner.,我们把sponge放在安静的角落。,item,用一用sponge,图片/sponge.png,,none,yes,no
mc-sprint,sprint,疾跑,物品,MC-D2,I pick up the sprint near the path.,我在小路边捡起sprint。,item,用一用sprint,图片/sprint.png,,none,yes,no
mc-spyglass,spyglass,望远镜,物品,MC-D2,We prepare the spyglass before sunset.,日落前我们把spyglass准备好。,item,用一用spyglass,图片/spyglass.png,,none,yes,no
mc-stars,stars,星星,物品,MC-D2,We share the stars when the team needs it.,队友需要时我们一起用stars。,item,用一用stars,图片/stars.png,,none,yes,no
mc-tadpole,tadpole,蝌蚪,物品,MC-D2,We prepare the tadpole before sunset.,日落前我们把tadpole准备好。,item,用一用tadpole,图片/tadpole.png,音频/tadpole.mp3,none,yes,yes
mc-thorns,thorns,荆棘,物品,MC-D2,I check the thorns beside the campfire.,我在篝火旁检查thorns。,item,用一用thorns,图片/thorns.png,音频/thorns.mp3,none,yes,yes
mc-trapdoor,trapdoor,活板门,物品,MC-D2,I use the trapdoor during our mission.,任务里我用到了trapdoor。,item,用一用trapdoor,图片/trapdoor.png,音频/trapdoor.mp3,none,yes,yes
mc-tundra,tundra,冻原,物品,MC-D2,I check the tundra before leaving camp.,离开营地前我先检查tundra。,item,用一用tundra,图片/tundra.png,音频/tundra.mp3,none,yes,yes
mc-warden,warden,监守者,物品,MC-D2,We share the warden when the team needs it.,队友需要时我们一起用warden。,item,用一用warden,图片/warden.png,,none,yes,no
mc-zoglin,zoglin,僵尸疣猪兽,物品,MC-D2,I return the zoglin after the mission.,任务结束后我把zoglin还回去。,item,用一用zoglin,图片/zoglin.png,音频/zoglin.mp3,none,yes,yes
